sampling_point_id,url,name,lat,lon,easting,northing,status,type,area,distance_to_source_km
NE-400H0047,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0047.json,"JUBILEE TROUT FARM, REDWORTH",54.60616,-1.654734,422400,523500,closed,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,44.191374107150395
NE-400H0049,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0049.json,PAGE BANK RAW MINEWATER,54.716135,-1.641118,423217,535742,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,41.122518548545884
NE-400H0051,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0051.json,"KIMBLESWORTH RAW MINEWATER, NR SACRISTON",54.816418,-1.596067,426055,546917,closed,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,43.48377461913443
NE-400H0052,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0052.json,KIBBLESWORTH RAW MINEWATER,54.900219,-1.621864,424347,556233,closed,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,43.6549514834983
NE-400H0053,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0053.json,HORDEN RAW MINEWATER,54.769628,-1.31434,444210,541851,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,61.41865032819568
NE-400H0055,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0055.json,CHESTER MOOR RAW MINEWATER,54.837091,-1.583764,426832,549222,closed,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,44.51814783110721
NE-400H0056,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0056.json,"BATES RAW MINEWATER, BLYTH",55.134315,-1.525955,430321,582321,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,61.689958161444586
NE-400H0066,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0066.json,"LOW BUTTERKNOWLE, BISHOP AUCKLAND",54.619959,-1.795542,413300,525000,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,35.4866459467946
NE-400H0068,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400H0068.json,"HAMSTERLEY JOHN, HAMSTERLEY MILL",54.904842,-1.8019,412800,556700,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,33.059404574133424
NE-400I0007,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400I0007.json,"THRUNTON COTTAGES, OAKLEA, ALNWICK",55.382938,-1.852867,409420,609897,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,71.98664091000451
NE-400I0016,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400I0016.json,"NEWHAM FEN BH, NEWHAM, BH REF. 22-1-65",55.558866,-1.731901,417009,629499,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,92.98107136035827
NE-400I0017,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400I0017.json,WEST LEARMOUTH FARM,55.630711,-2.237915,385118,637488,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,94.44293148768489
NE-400J0002,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400J0002.json,"WORTS SPRING, NR UPLEATHAM",54.558718,-1.028405,462930,518600,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,83.70220044051784
NE-400J0008,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400J0008.json,"AYTON WATER COMPANY, GREAT AYTON",54.488295,-1.103093,458200,510700,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,81.97813844280493
NE-400M0001,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400M0001.json,"HUTTON FIELDS, HUTTON MAGNA",54.500433,-1.794285,413420,511700,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,43.833541037084665
NE-41000028,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000028.json,NORTH LOW AT GOSWICK,55.694005,-1.913188,405555,644510,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,103.97199619699667
NE-41000032,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000032.json,WHITEADDER WATER (B6461 ROAD BRIDGE),55.766615,-2.069932,395710,652590,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,110.27382951208901
NE-41000035,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000035.json,TILL AT DODDINGTON BRIDGE,55.570624,-2.003375,399885,630775,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,89.37685527525737
NE-41000037,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000037.json,WOOLER WATER AT COLDGATE MILL,55.517377,-2.005413,399756,624849,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,83.54833011470177
NE-41000038,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000038.json,HETTON BURN AT HETTON HOUSE,55.562738,-1.938432,403981,629899,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,89.40222491853932
NE-41000039,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000039.json,LILBURN BURN AT LILBURN TOWERS,55.511584,-1.959429,402660,624205,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,83.56327271662413
NE-41000051,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000051.json,"BOWMONT WATER AT KILHAM, B6351 ROAD BR",55.589761,-2.182581,388590,632920,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,90.0432385206328
NE-41000052,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000052.json,COLLEGE BURN AT B6351 ROAD BRIDGE,55.567031,-2.147907,390770,630385,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,87.69102493008373
NE-41000053,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000053.json,WAREN BURN AT SPINDLESTONE MILL,55.594526,-1.76544,414880,633460,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,95.9384572546059
NE-41000059,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000059.json,COLLEGE BURN HETHPOOL,55.546152,-2.166577,389587,628064,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,85.27809944821875
NE-41000068,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000068.json,CHEVIOT QUARRY MILFIELD OUTFALL,55.59589,-2.082163,394920,633590,closed,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",Northumberland Durham and Tees,91.34291921347587
NE-41000075,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000075.json,AD HOC SAMPLES IN AREA 210,49.891925,-0.609124,500000,3,open,MISCELLANEOUS ENVIRONMENT - UNSPECIFIED,Northumberland Durham and Tees,555.2738492723366
NE-41000079,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000079.json,TWEED AT NORHAM BRIDGE (B6470),55.718798,-2.176258,389025,647280,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,104.38897267436923
NE-41000080,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000080.json,BERWICK (YARROWHAUGH) STW,55.765373,-2.032478,398060,652450,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,110.43717274117718
NE-41000083,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000083.json,"TILL AT TILLMOUTH PK, OLD TWIZEL BRIDGE",55.683813,-2.186057,388399,643388,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,100.47025895113448
NE-41000088,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000088.json,"GLEN AT EWART, A697 ROAD BRIDGE",55.565796,-2.072031,395555,630240,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,88.11782551592486
NE-41000089,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000089.json,NORHAM SEPTIC TANK STW,55.721789,-2.156771,390250,647610,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,104.79961694862303
NE-41000093,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000093.json,WOOLER WATER AT WOOLER WEIR,55.548475,-2.010663,399425,628310,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,86.871840041309
NE-41000098,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000098.json,BREAMISH AT HAREHOPE HALL,55.477298,-1.880662,407641,620395,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,81.25689858183752
NE-41000110,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000110.json,BELFORD BURN NORTH OF CRAG MILL FARM,55.610963,-1.814315,411795,635280,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,96.68410439268634
NE-41000115,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000115.json,POWBURN STW,55.44259,-1.903385,406210,616530,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,77.14402727601411
NE-41000121,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000121.json,MILFIELD STW,55.603156,-2.098367,393900,634400,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,92.01506803685457
NE-41000124,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000124.json,WOOLER WATER JUST U/S WOOLER STW DISCH,55.557101,-2.003453,399880,629270,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,87.90082740024249
NE-41000125,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000125.json,WOOLER STW,55.553777,-2.005513,399750,628900,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,87.51302286354228
NE-41000134,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000134.json,HAGGERSTON CASTLE CARAVAN SITE STW,55.684943,-1.933168,404300,643500,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,102.71733067410536
NE-41000140,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000140.json,LOWICK STW,55.650812,-1.961828,402500,639700,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,98.63277972709444
NE-41000213,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000213.json,SOUTH LOW U/S HAGGERSTON STW A1 ROAD BR,55.681061,-1.933222,404297,643068,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,102.29474917798544
NE-41000219,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000219.json,SPITTAL (03600),55.756841,-1.988813,400800,651500,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,109.91476879503608
NE-41000291,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000291.json,HAGGERSTON CASTLE CP (NEW) STW,55.687375,-1.91368,405525,643772,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,103.24629540906031
NE-41000294,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000294.json,BUDLE BAY SHELLFISH NMMP2 MUSSEL,55.611064,-1.768199,414700,635300,closed,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,97.6133986556026
NE-41000305,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000305.json,ALCHEMA LTD BERWICK PIR,55.760433,-2.025462,398500,651900,open,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,109.9554006882852
NE-41000308,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000308.json,POWBURN (BREAMISH) QUARRY,55.44512,-1.924246,404890,616810,closed,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,77.02076437701568
NE-41000312,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000312.json,TWEED AT YARROW SLAKE SEDIMENT NMMP2 <63,55.770316,-2.025469,398500,653000,open,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,111.04299217217773
NE-41000313,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000313.json,BUDLE BAY SEDIMENT NMMP2 <63U,55.611064,-1.768199,414700,635300,open,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,97.6133986556026
NE-41000314,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000314.json,TWEED AT YARROW SLAKE NMMP2 FUCUS,55.770316,-2.025469,398500,653000,closed,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,111.04299217217773
NE-41000338,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000338.json,RIVER TWEED AT BERWICK OLD BRIDGE,55.767623,-2.007935,399600,652700,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,110.90847443175714
NE-41000339,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000339.json,BERWICK STW CRUDE INLET,55.765913,-2.028653,398300,652510,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,110.53012600648509
NE-41000350,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000350.json,WOOLER STW CRUDE INLET,55.553777,-2.005513,399750,628900,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,87.51302286354228
NE-41000354,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000354.json,LOWICK STW WHEN FLOW >4.3 L/S,55.650901,-1.960875,402560,639710,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,98.65453840247102
NE-41000358,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000358.json,WOOLER D/S WOOLER STW,55.560651,-2.004008,399845,629665,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,88.28117158781322
NE-41000369,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000369.json,HAGGERSTON CASTLE CRUDE INLET,55.684943,-1.933168,404300,643500,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,102.71733067410536
NE-41000372,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000372.json,RIVER TILL @ B6353,55.630651,-2.098198,393915,637460,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,95.05192521917944
NE-41000374,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000374.json,TILL @ HEATON MILL,55.674927,-2.160526,390002,642395,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,99.58524339169416
NE-41000375,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000375.json,GLEN @ KIRK NEWTON,55.572702,-2.130849,391847,631014,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,88.4220605553273
NE-41000376,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000376.json,LINHOPE BURN @ FOOTBRIDGE U/S OF LINHOPE,55.440743,-2.060691,396258,616322,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,74.51426868946541
NE-41000377,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000377.json,WOOLER WATER 300M US CONF WITH R.TILL,55.564101,-2.000409,400072,630049,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,88.70161181999774
NE-41000380,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000380.json,TWEED - D/S OLD BERWICK BRIDGE,55.767174,-2.006341,399700,652650,open,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,110.87439521623598
NE-41000381,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000381.json,TWEED - BERWICK HARBOUR AT SANDSTELL PT,55.764029,-1.993592,400500,652300,open,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,110.65454865188639
NE-41000382,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000382.json,YARROW SLAKE NMMP,55.771663,-2.029455,398250,653150,open,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,111.15611706726489
NE-41000384,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000384.json,NORTHD COAST 2KM OFF MARSHALL MDOWS BAY,55.815244,-2.007945,399600,658000,open,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,116.14442790357838
NE-41000386,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000386.json,TWEED AT A1 BRIDGE (SEINE NET SITE),55.760051,-2.041174,397514,651858,closed,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,109.77651871135873
NE-41000387,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000387.json,TWEED AT GAINSLAW (SEINE NET SITE),55.761114,-2.073858,395463,651978,closed,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,109.63768615583652
NE-41000388,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-41000388.json,TWEEDMOUTH-SPITTAL BEACH -SEINE NET SITE,55.761406,-1.995281,400394,652008,open,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,110.34968036105205
NE-410F0238,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0238.json,SIMPSONS MALTINGS NO 1,55.760434,-2.020682,398800,651900,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,109.99887916903599
NE-410F0239,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0239.json,SIMPSONS MALTINGS NO 2,55.760434,-2.020682,398800,651900,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,109.99887916903599
NE-410F0242,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0242.json,TINDAL HOUSE BOREHOLE,55.666037,-2.116011,392800,641400,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,98.84139223897787
NE-410F0250,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0250.json,SHORESWOOD LOAN 21-0-130,55.722622,-2.08797,394572,647695,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,105.28482414267887
NE-410F0251,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0251.json,ROYALTY OBSERVATION 21-0-131,55.720535,-2.102785,393641,647464,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,104.95426995655788
NE-410F0252,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0252.json,THORNTON PARK 21-0-132,55.727937,-2.092901,394263,648287,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,105.83821192567689
NE-410F0255,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0255.json,THORNTON FARM 21-0-135,55.722276,-2.081505,394978,647656,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,105.29272243315579
NE-410F0256,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0256.json,UNDER GREENHILL 21-0-136,55.735687,-2.143848,391065,649155,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,106.40047007598396
NE-410F0258,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0258.json,CORNHILL ROAD 21-0-138,55.758034,-2.023294,398636,651633,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,109.7110346470581
NE-410F0259,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0259.json,BOREHOLE 21-0-139 ORD ROAD,55.762141,-2.022276,398700,652090,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,110.17212032378485
NE-410F0260,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0260.json,OSBORNE ROAD 21-0-140,55.764298,-2.015122,399149,652330,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,110.47519475563192
NE-410F0261,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-410F0261.json,LONGRIDGE END 21-0-141,55.734042,-2.07446,395422,648965,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,106.64374556469453
NE-42100004,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100004.json,"LONG NANNY AT TUGHALL, B1340 ROAD BRIDGE",55.542623,-1.663537,421330,627710,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,93.02512930165443
NE-42100010,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100010.json,AD HOC SAMPLES IN AREA 221,49.891925,-0.609124,500000,3,open,MISCELLANEOUS ENVIRONMENT - UNSPECIFIED,Northumberland Durham and Tees,555.2738492723366
NE-42100012,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100012.json,CRAGMILL QUARRY,55.604868,-1.824581,411150,634600,open,TRADE DISCHARGES - MINERAL WORKINGS,Northumberland Durham and Tees,95.8435827431065
NE-42100016,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100016.json,WAREN BURN AT WAREN MILL,55.60253,-1.769281,414635,634350,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,96.6957301624751
NE-42100017,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100017.json,ROSS LOW AT ROSS,55.620984,-1.793244,413119,636399,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,98.15180369333046
NE-42100028,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100028.json,EMBLETON STW,55.49033,-1.632805,423300,621900,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,88.65765467829233
NE-42100055,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100055.json,TARMAC LITTLEHOUGHTON PUMPED,55.449867,-1.623537,423910,617400,closed,TRADE DISCHARGES - MINERAL WORKINGS,Northumberland Durham and Tees,84.97757801942616
NE-42100058,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100058.json,BELFORD STW,55.598565,-1.815881,411700,633900,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,95.34120113856166
NE-42100066,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100066.json,SEA WATER OFF THE PRIORY HOLY ISLAND,55.666833,-1.802843,412500,641500,open,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,102.82904803109032
NE-42100092,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100092.json,LOW NEWTON (04000),55.513189,-1.615491,424380,624450,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,91.4158736693766
NE-42100093,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100093.json,BAMBURGH CASTLE (03700),55.610935,-1.707877,418500,635300,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,98.91949121118498
NE-42100094,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100094.json,SEAHOUSES NORTH (03800),55.590165,-1.66678,421100,633000,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,97.76850261706227
NE-42100095,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100095.json,BEADNELL (03900),55.548733,-1.632261,423300,628400,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,94.47913841701323
NE-42100101,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100101.json,BELFORD BURN 200M D/S BELFORD STW,55.599472,-1.815496,411724,634001,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,95.44461337936842
NE-42100109,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100109.json,"ROCK HALL STW (P), NEAR RENNINGTON",55.475899,-1.677552,420480,620280,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,85.95018861193893
NE-42100110,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100110.json,"ABOVE MUSSEL BEDS, HOLY ISLAND",55.653358,-1.8045,412400,640000,open,SALINE WATER - DESIGNATED SHELLFISHERIES,Northumberland Durham and Tees,101.36636480762427
NE-42100155,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-42100155.json,HOLY ISLAND STW,55.675722,-1.799301,412720,642490,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,103.83923033158969
